source,target,Typ,label,org_conviction_1,org_country_1,org_continent_1,org_conviction_2,org_country_2,org_continent_2,international,intercontinental
institut hayek,mont pelerin society,Undirected,henri lepage,unconvinced of agw,belgium,europe,,global,global,TRUE,TRUE
association pour la liberta conomique et le progress social,mont pelerin society,Undirected,henri lepage,,france,europe,,global,global,TRUE,TRUE
instituto liberdade,mont pelerin society,Undirected,henri siegert chazan,unconvinced of agw,brazil,south america,,global,global,TRUE,TRUE
foundation for economic education,mont pelerin society,Undirected,henry hazlitt,unconvinced of agw,usa,north america,,global,global,TRUE,TRUE
consumer alert,campaign for fighting diseases,Undirected,henry i. miller,unconvinced of agw,usa,north america,,uk,europe,TRUE,TRUE
doctors for disaster preparedness,"environmental conservation organization, inc.",Undirected,henry lamb,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
doctors for disaster preparedness,freedom21,Undirected,henry lamb,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
doctors for disaster preparedness,sovereignty international,Undirected,henry lamb,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
"environmental conservation organization, inc.",freedom21,Undirected,henry lamb,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
"environmental conservation organization, inc.",sovereignty international,Undirected,henry lamb,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
freedom21,sovereignty international,Undirected,henry lamb,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
ludwig von mises institute,liberales institut,Undirected,hiroyuki okon,unconvinced of agw,usa,north america,unconvinced of agw,switzerland,europe,TRUE,TRUE
ludwig von mises institute,institut constant de rebecque,Undirected,hiroyuki okon,unconvinced of agw,usa,north america,,switzerland,europe,TRUE,TRUE
liberales institut,institut constant de rebecque,Undirected,hiroyuki okon,unconvinced of agw,switzerland,europe,,switzerland,europe,FALSE,FALSE
environmental literacy council,independent commission on environmental education,Undirected,hoover institution,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
environmental literacy council,ludwig von mises institute,Undirected,hoover institution,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
environmental literacy council,campaign for fighting diseases,Undirected,hoover institution,unconvinced of agw,usa,north america,,uk,europe,TRUE,TRUE
independent commission on environmental education,ludwig von mises institute,Undirected,hoover institution,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
independent commission on environmental education,campaign for fighting diseases,Undirected,hoover institution,unconvinced of agw,usa,north america,,uk,europe,TRUE,TRUE
ludwig von mises institute,campaign for fighting diseases,Undirected,hoover institution,unconvinced of agw,usa,north america,,uk,europe,TRUE,TRUE
national center for public policy research,the national leadership network of black conservatives,Undirected,horace cooper,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
national center for public policy research,institute for liberty,Undirected,horace cooper,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
the national leadership network of black conservatives,institute for liberty,Undirected,horace cooper,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
eike,deutsche meteorologische gesellschaft,Undirected,horst malberg,unconvinced of agw,germany,europe,convinced of agw,germany,europe,FALSE,FALSE
council for national policy,discovery institute,Undirected,howard ahmanson,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
"environmental conservation organization, inc.",freedom21,Undirected,howard hutchinson,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
libertarian international,the libertarian alliance,Undirected,hubert jongen,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
"environmental conservation organization, inc.",freedom21,Undirected,hugh ellsaesser,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
australians for northern development and economic vision,clexit,Undirected,hugh morgan,unconvinced of agw,australia,oceania,unconvinced of agw,usa,north america,TRUE,TRUE
australians for northern development and economic vision,ecipe,Undirected,hugh morgan,unconvinced of agw,australia,oceania,,belgium,europe,TRUE,TRUE
clexit,ecipe,Undirected,hugh morgan,unconvinced of agw,usa,north america,,belgium,europe,TRUE,TRUE
australians for northern development and economic vision,the galileo movement,Undirected,ian plimer,unconvinced of agw,australia,oceania,unconvinced of agw,australia,oceania,FALSE,FALSE
australians for northern development and economic vision,principia scientific international,Undirected,ian plimer,unconvinced of agw,australia,oceania,unconvinced of agw,usa,north america,TRUE,TRUE
australians for northern development and economic vision,clexit,Undirected,ian plimer,unconvinced of agw,australia,oceania,unconvinced of agw,usa,north america,TRUE,TRUE
australians for northern development and economic vision,eike,Undirected,ian plimer,unconvinced of agw,australia,oceania,unconvinced of agw,germany,europe,TRUE,TRUE
the galileo movement,principia scientific international,Undirected,ian plimer,unconvinced of agw,australia,oceania,unconvinced of agw,usa,north america,TRUE,TRUE
the galileo movement,clexit,Undirected,ian plimer,unconvinced of agw,australia,oceania,unconvinced of agw,usa,north america,TRUE,TRUE
the galileo movement,eike,Undirected,ian plimer,unconvinced of agw,australia,oceania,unconvinced of agw,germany,europe,TRUE,TRUE
principia scientific international,clexit,Undirected,ian plimer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
principia scientific international,eike,Undirected,ian plimer,unconvinced of agw,usa,north america,unconvinced of agw,germany,europe,TRUE,TRUE
clexit,eike,Undirected,ian plimer,unconvinced of agw,usa,north america,unconvinced of agw,germany,europe,TRUE,TRUE
goldwater institute,virginia institute for public policy,Undirected,ilya somin,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
foundation for economic education,philadelphia society,Undirected,ingrid a. gregg,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
consumer alert,doctors for disaster preparedness,Undirected,j. gordon edwards,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
climate science coalition of america,clexit,Undirected,j. scott armstrong,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
illinois policy institute,maryland public policy institute,Undirected,j. scott moody,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
illinois policy institute,oklahoma council of public affairs,Undirected,j. scott moody,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
maryland public policy institute,oklahoma council of public affairs,Undirected,j. scott moody,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
tennessee center for policy research,southern economic association,Undirected,j.r. clark,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
european policy centre,european ideas network,Undirected,jacek saryusz-wolski,unconvinced of agw,belgium,europe,,belgium,europe,FALSE,FALSE
council for national policy,freedomworks,Undirected,jack kemp,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
center for medicine in the public interest,eurolibnetwork,Undirected,jacob arfwedson,unconvinced of agw,usa,north america,unconvinced of agw,sweden,europe,TRUE,TRUE
center for medicine in the public interest,stockholm network,Undirected,jacob arfwedson,unconvinced of agw,usa,north america,unconvinced of agw,sweden,europe,TRUE,TRUE
center for medicine in the public interest,european enterprise institute,Undirected,jacob arfwedson,unconvinced of agw,usa,north america,unconvinced of agw,europe,europe,TRUE,TRUE
eurolibnetwork,stockholm network,Undirected,jacob arfwedson,unconvinced of agw,sweden,europe,unconvinced of agw,sweden,europe,FALSE,FALSE
eurolibnetwork,european enterprise institute,Undirected,jacob arfwedson,unconvinced of agw,sweden,europe,unconvinced of agw,europe,europe,TRUE,FALSE
stockholm network,european enterprise institute,Undirected,jacob arfwedson,unconvinced of agw,sweden,europe,unconvinced of agw,europe,europe,TRUE,FALSE
philadelphia society,social affairs unit,Undirected,jacques garello,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
philadelphia society,institute for research in economics and fiscal issues,Undirected,jacques garello,unconvinced of agw,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
philadelphia society,libres.org,Undirected,jacques garello,unconvinced of agw,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
philadelphia society,hayek institut,Undirected,jacques garello,unconvinced of agw,usa,north america,unconvinced of agw,austria,europe,TRUE,TRUE
philadelphia society,association pour la liberta conomique et le progress social,Undirected,jacques garello,unconvinced of agw,usa,north america,,france,europe,TRUE,TRUE
social affairs unit,institute for research in economics and fiscal issues,Undirected,jacques garello,unconvinced of agw,uk,europe,unconvinced of agw,france,europe,TRUE,FALSE
social affairs unit,libres.org,Undirected,jacques garello,unconvinced of agw,uk,europe,unconvinced of agw,france,europe,TRUE,FALSE
social affairs unit,hayek institut,Undirected,jacques garello,unconvinced of agw,uk,europe,unconvinced of agw,austria,europe,TRUE,FALSE
social affairs unit,association pour la liberta conomique et le progress social,Undirected,jacques garello,unconvinced of agw,uk,europe,,france,europe,TRUE,FALSE
institute for research in economics and fiscal issues,libres.org,Undirected,jacques garello,unconvinced of agw,france,europe,unconvinced of agw,france,europe,FALSE,FALSE
institute for research in economics and fiscal issues,hayek institut,Undirected,jacques garello,unconvinced of agw,france,europe,unconvinced of agw,austria,europe,TRUE,FALSE
institute for research in economics and fiscal issues,association pour la liberta conomique et le progress social,Undirected,jacques garello,unconvinced of agw,france,europe,,france,europe,FALSE,FALSE
libres.org,hayek institut,Undirected,jacques garello,unconvinced of agw,france,europe,unconvinced of agw,austria,europe,TRUE,FALSE
libres.org,association pour la liberta conomique et le progress social,Undirected,jacques garello,unconvinced of agw,france,europe,,france,europe,FALSE,FALSE
hayek institut,association pour la liberta conomique et le progress social,Undirected,jacques garello,unconvinced of agw,austria,europe,,france,europe,TRUE,FALSE
citizens for a sound economy,consumer alert,Undirected,james c. miller iii,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
citizens for a sound economy,council for national policy,Undirected,james c. miller iii,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
consumer alert,council for national policy,Undirected,james c. miller iii,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
freedomworks,washington legal foundation,Undirected,james h. burnley,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
montreal economic institute,western economic association international,Undirected,james m. buchanan,unconvinced of agw,canada,north america,,usa,north america,TRUE,FALSE
montreal economic institute,institute of economic affairs,Undirected,james m. buchanan,unconvinced of agw,canada,north america,unconvinced of agw,uk,europe,TRUE,TRUE
montreal economic institute,ratio institute,Undirected,james m. buchanan,unconvinced of agw,canada,north america,,sweden,europe,TRUE,TRUE
