person;organisation;wiki_page;cat_agw_opinion;cat_occupation;cat_relgion_opinion;cat_topic;Page_Link
Henry Geraedts;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Henry_Geraedts
Charles R. Anderson;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Charles_R._Anderson
Nicolas Gruber;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Nicolas_Gruber
Mark Herlong;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mark_Herlong
Olafur Ingolfsson;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Olafur_Ingolfsson
Richard Alan Keen;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Richard_Alan_Keen
Helmut Kuntz;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Helmut_Kuntz
Rolf Hermann Lingen;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Rolf_Hermann_Lingen
Herbert Franz Matar̩;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Herbert_Franz_Matar%C3%A9
Stefan Mitich;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Stefan_Mitich
Michael Beard;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michael_Beard
Ben Quayle;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ben_Quayle
Kevin Roeten;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kevin_Roeten
John Sullivan;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Sullivan
Don Bongaards;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Don_Bongaards
Tony Burns;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tony_Burns
Denis Dutton;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Denis_Dutton
Eric Anderson;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Eric_Anderson
Wayne Grudem;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Wayne_Grudem
Ben Herman;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ben_Herman
Laura Ingraham;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Laura_Ingraham
Douglas J. Keenan;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Douglas_J._Keenan
Karl-Heinz Kupfer;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Karl-Heinz_Kupfer
Mike Lingenfelser;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mike_Lingenfelser
Rich Matarese;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Rich_Matarese
Shub Niggurath;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Shub_Niggurath
Erik Paulsen;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Erik_Paulsen
W. A. Beatty;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=W._A._Beatty
Gerd Quei̙er;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gerd_Quei%C3%9Fer
Jez Roff;;own_page;;scientists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jez_Roff
Tapio Schneider;;own_page;;climate scientists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tapio_Schneider
Martin Smith;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Martin_Smith
Soames Summerhays;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Soames_Summerhays
Wim Turkenburg;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Wim_Turkenburg
Peter Bonk;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_Bonk
Robert Dutton;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_Dutton
Mark Fiore;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mark_Fiore
Hans Gerbert;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hans_Gerbert
Kevin Anderson;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kevin_Anderson
Robert Grumbine;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_Grumbine
Paul Ingrassia;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul_Ingrassia
Noel S. Keenlyside;;own_page;;climate scientists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Noel_S._Keenlyside
Bert K̟ppers;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bert_K%C3%BCppers
Albert Link;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Albert_Link
Michael Matthes;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michael_Matthes
Morten Paulsen;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Morten_Paulsen
Robert F. Beaudine;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_F._Beaudine
Quentin Quencher;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Quentin_Quencher
Chuck Rog̩r;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Chuck_Rog%C3%A9r
Gregor Schock;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gregor_Schock
Michael Smith;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michael_Smith
Scott Sumner;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Scott_Sumner
Jacob Turk;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jacob_Turk
Heinrich Bonnenberg;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Heinrich_Bonnenberg
John Burtis;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Burtis
Nick Anthony Fiorenza;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Nick_Anthony_Fiorenza
Don Gerbig;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Don_Gerbig
Patricia Anderson;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Patricia_Anderson
Eva Herman;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Eva_Herman
James Inhofe;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_Inhofe
J̟rgen-Michael Kegel;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=J%C3%BCrgen-Michael_Kegel
Hans-Udo Kurr;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hans-Udo_Kurr
Peter Link;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_Link
Merrill Matthews Jr.;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Merrill_Matthews_Jr.
Jerry X. Mitrovica;;own_page;;climate scientists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jerry_X._Mitrovica
NikfromNYC;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=NikfromNYC
Katie Pavlich;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Katie_Pavlich
Paul Beaudry;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul_Beaudry
Paul B. Queneau;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul_B._Queneau
J.T. Rogers;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=J.T._Rogers
Mario Scholl;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mario_Scholl
Mike Smith;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mike_Smith
Ronald M. Sundelin;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ronald_M._Sundelin
Andrew Turnbull;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Andrew_Turnbull
Mary Bono Mack;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mary_Bono_Mack
Roger Burtner;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Roger_Burtner
Richard Cohen;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Richard_Cohen
Gwynne Dyer;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gwynne_Dyer
Reiner Grundmann;;own_page;;scientists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Reiner_Grundmann
J̦rn Herold;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=J%C3%B6rn_Herold
Mason Inman;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mason_Inman
Harald Kehl;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Harald_Kehl
James Kurtz;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_Kurtz
Jim Mitroy;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jim_Mitroy
Milan Nikolich;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Milan_Nikolich
Theodore G. Pavlopoulos;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Theodore_G._Pavlopoulos
Bob Beauprez;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bob_Beauprez
John Quiggin;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Quiggin
Matt Rogers;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Matt_Rogers
Detlef Scholz;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Detlef_Scholz
Paul A. Smith;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul_A._Smith
Heinz Sundermann;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Heinz_Sundermann
Chris Turney;;own_page;;scientists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Chris_Turney
Christopher Booker;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Christopher_Booker
Dan Burton;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dan_Burton
Robert Cohen;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_Cohen
Patrice de Plunkett;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Patrice_de_Plunkett
Selwyn Firth;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Selwyn_Firth
Gerhard Breunig;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gerhard_Breunig
Thomas A. Anderson;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Thomas_A._Anderson
Mike Gruntman;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mike_Gruntman
Stefan Herre;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Stefan_Herre
Gunnar Innerhofer;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gunnar_Innerhofer
John Kehr;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Kehr
Ray Kurzweil;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ray_Kurzweil
Bert Linker;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bert_Linker
Paul Matthews;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul_Matthews
Kiro Miyazaki;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kiro_Miyazaki
Ned Nikolov;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ned_Nikolov
Tim Pawlenty;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tim_Pawlenty
Elmer Beauregard;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Elmer_Beauregard
Tom Quiner;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tom_Quiner
Michael J. Rogers;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michael_J._Rogers
Chris Schoneveld;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Chris_Schoneveld
Peter Smith;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_Smith
Lothar Suntheim;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Lothar_Suntheim
Fabian Tuttmann;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Fabian_Tuttmann
Roger W. Cohen;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Roger_W._Cohen
Nick De Roeck;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Nick_De_Roeck
Detmar D̦ring;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Detmar_D%C3%B6ring
Bob Fischer;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bob_Fischer
Warren Anderson;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Warren_Anderson
Johann Gr̟nbauer;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Johann_Gr%C3%BCnbauer
Mark Hertsgaard;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mark_Hertsgaard
Elizabeth Innes;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Elizabeth_Innes
G̟nter Keil;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=G%C3%BCnter_Keil
Kanya Kusano;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kanya_Kusano
Pentti Linkola;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Pentti_Linkola
Hugo Matthijssen;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hugo_Matthijssen
Klaus M̦bius;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Klaus_M%C3%B6bius
Timo Niroma;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Timo_Niroma
Ed Payne;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ed_Payne
Bernard Beauzamy;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bernard_Beauzamy
John M. Quinn;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_M._Quinn
Tim Schowalter;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tim_Schowalter
Petter Tuvnes;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Petter_Tuvnes
John Boozman;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Boozman
Ian Burton;;own_page;;scientists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ian_Burton
Cohenite;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Cohenite
E. O. Wilson;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=E._O._Wilson
Ben Guerin;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ben_Guerin
Niger Innis;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Niger_Innis
Geraldo Lu̟s Lino;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Geraldo_Lu%C3%ADs_Lino
Matthew C. Nisbet;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Matthew_C._Nisbet
Franklin E. Payne;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Franklin_E._Payne
Richard J. Becherer;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Richard_J._Becherer
Daniel R. Quintiliani;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Daniel_R._Quintiliani
Christopher Schrader;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Christopher_Schrader
Robert J. Smith;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_J._Smith
Arlin Super;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Arlin_Super
Frederick Bopp;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Frederick_Bopp
Everett C. Burts;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Everett_C._Burts
Melissa Cohlmia;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Melissa_Cohlmia
Veronique de Rugy;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Veronique_de_Rugy
Harry Eagar;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Harry_Eagar
Deb Fischer;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Deb_Fischer
Magnus Andersson;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Magnus_Andersson
Donald Hertzmark;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Donald_Hertzmark
Miroslav Kutilek;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Miroslav_Kutilek
Harry F. Lins;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Harry_F._Lins
John Maunder;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Maunder
Asmunn Moene;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Asmunn_Moene
Henry Payne;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Henry_Payne
Brian Beck;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Brian_Beck
Tom Quirk;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tom_Quirk
Wolfgang R̦hl;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Wolfgang_R%C3%B6hl
Daniel P. Schrag;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Daniel_P._Schrag
Robert P. Smith;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_P._Smith
Abigail Borah;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Abigail_Borah
M. G. Bury;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=M._G._Bury
Stephen Colbert;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Stephen_Colbert
Rudo de Ruijter;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Rudo_de_Ruijter
Douglas Fischer;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Douglas_Fischer
Tor Ragnar Gerholm;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tor_Ragnar_Gerholm
Eva Andrei;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Eva_Andrei
Fran̤ois Guillaumat;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Fran%C3%A7ois_Guillaumat
Donald Keiller;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Donald_Keiller
Chuck Kutscher;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Chuck_Kutscher
Jim Lippard;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jim_Lippard
Cecilie Mauritzen;;own_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Cecilie_Mauritzen
Christa Beck;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Christa_Beck
Eva Qviberg;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Eva_Qviberg
Robert Rohlfing;;own_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_Rohlfing
